Title,Artist,Song ID,Streams,Chart Date
Hate Me (with Juice WRLD),Ellie Goulding,6kls8cSlUyHW2BUOkDJIZE,5239,2019-12-27
Moonlight,XXXTENTACION,0JP9xo3adEtGSdUEISiszL,5227,2019-12-27
BUTTERFLY EFFECT,Travis Scott,6xcJyGpfZbuuiequtnlKt4,5218,2019-12-27
Médicament,"Niska, Booba",0udmmo0fTwWbm6VqEHAvYF,5179,2019-12-27
Rdlbal,"Dizzy DROS, Komy",03ecxwpqENcZvzeZVotKHL,5169,2019-12-27
Before You Go,Lewis Capaldi,2gMXnyrvIjhVBUZwvLZDMP,5167,2019-12-27
Dream,Mons,5n57XWjbPSx0QuPNiVzfAl,5162,2019-12-27
Ballin' (with Roddy Ricch),Mustard,3QzAOrNlsabgbMwlZt7TAY,5152,2019-12-27
Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,4ea9w8c4ROqiZpJVhfBA3m,5133,2019-12-27
Bailando,Tiiwtiiw,4HuRWr2RH3oukgzPU8O8n8,5131,2019-12-27
Goutte d'eau,Ninho,0rQbvQpjQ6QeeCAnVRzokf,5105,2019-12-27
Manich Kima Bakri,Cheb Bello,5z8sSUJ09vXNNrpqxc0u0B,5099,2019-12-27
Graveyard,Halsey,6V9fHiv84WlVTg7CSnIVY2,5094,2019-12-27
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",0RiRZpuVRbi7oqRdSMwhQY,5087,2019-12-27
Street,Maes,0MtMUDO6tzHq1ux9rwSJhl,5065,2019-12-27
Bâtiment,Niska,7FF6HRsQlc0CtfAbLmrEGX,5063,2019-12-27
Benda,"Heuss L'enfoiré, Soolking",7gX2hqFLQKjiJwK8gZVofe,5057,2019-12-27
L'amour Baki Hakemni,Hatim Ammor,5QtKEs2HgPE7O2iJkZzLRW,5022,2019-12-27
Liar,Camila Cabello,073ILU1C3APNRGF66VhtyA,5018,2019-12-27
Chicha,"Lbenj, Warri",2ceFuvSo4NnRok0Eb4ZbfV,5010,2019-12-27
Family,"The Chainsmokers, Kygo",3TKpJrY9q49Mj1JOsM9zGL,5007,2019-12-27
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,0KoiMHhqKLoL4xM54rcWYY,5006,2019-12-27
The London (feat. J. Cole & Travis Scott),Young Thug,3s4mrPrEFFPF0LmAfutW0n,4969,2019-12-27
China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",2ksOAxtIxY8yElEWw8RhgK,4934,2019-12-27
